timestamp;modelo;turno;resultado_final;defect_esq;defect_dir;cs_code;cs_detail;p_esq;p_dir;th_presente;camera_index;directshow;source;total;ok;ng;yield_pct;test_time_sec;start_time;end_time
2026-03-05 20:04:45;UNICORN_WHITE_15W;1;NG_MISALIGNED;OK;NG_MISALIGNED;NG_MISALIGNED;ESQ=OK | DIR=NG_MISALIGNED | th_pres=0.60;0.9905;0.9651;0.6000000000000001;1;True;sensor;8;1;7;12.5;1.629;2026-03-05 20:04:43;2026-03-05 20:04:45
2026-03-05 20:04:48;UNICORN_WHITE_15W;1;NG_MISALIGNED;OK;NG_MISALIGNED;NG_MISALIGNED;ESQ=OK | DIR=NG_MISALIGNED | th_pres=0.60;0.9969;0.9364;0.6000000000000001;1;True;sensor;9;1;8;11.11;1.600;2026-03-05 20:04:46;2026-03-05 20:04:48
2026-03-05 20:04:59;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISALIGNED;NG_MISSING;NG_MISSING;ESQ=NG_MISALIGNED | DIR=NG_MISSING | th_pres=0.60;0.9943;0.5893;0.6000000000000001;1;True;sensor;10;1;9;10.0;1.496;2026-03-05 20:04:58;2026-03-05 20:04:59
2026-03-05 20:05:03;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISALIGNED;NG_MISSING;NG_MISSING;ESQ=NG_MISALIGNED | DIR=NG_MISSING | th_pres=0.60;0.988;0.5558;0.6000000000000001;1;True;sensor;11;1;10;9.09;1.637;2026-03-05 20:05:01;2026-03-05 20:05:03
2026-03-05 20:05:12;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9965;0.9865;0.6000000000000001;1;True;sensor;12;2;10;16.67;1.624;2026-03-05 20:05:10;2026-03-05 20:05:12
2026-03-05 20:05:15;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9967;0.9796;0.6000000000000001;1;True;sensor;13;3;10;23.08;1.661;2026-03-05 20:05:13;2026-03-05 20:05:15
2026-03-05 20:05:24;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISALIGNED;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISALIGNED | th_pres=0.60;0.1657;0.9388;0.6000000000000001;1;True;sensor;14;3;11;21.43;1.597;2026-03-05 20:05:22;2026-03-05 20:05:24
2026-03-05 20:05:27;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISALIGNED;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISALIGNED | th_pres=0.60;0.1797;0.9233;0.6000000000000001;1;True;sensor;15;3;12;20.0;1.523;2026-03-05 20:05:25;2026-03-05 20:05:27
2026-03-05 20:05:36;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9953;0.9752;0.6000000000000001;1;True;sensor;16;4;12;25.0;1.609;2026-03-05 20:05:34;2026-03-05 20:05:36
2026-03-05 20:05:39;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9975;0.9838;0.6000000000000001;1;True;sensor;17;5;12;29.41;2.136;2026-03-05 20:05:37;2026-03-05 20:05:39
2026-03-05 20:12:22;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISALIGNED;NG_MISSING;NG_MISSING;ESQ=NG_MISALIGNED | DIR=NG_MISSING | th_pres=0.60;0.9544;0.5345;0.6000000000000001;1;True;sensor;19;5;14;26.32;1.509;2026-03-05 20:12:20;2026-03-05 20:12:22
2026-03-05 20:12:25;UNICORN_WHITE_15W;1;NG_MISSING;OK;NG_MISSING;NG_MISSING;ESQ=OK | DIR=NG_MISSING | th_pres=0.60;0.9977;0.4399;0.6000000000000001;1;True;sensor;20;5;15;25.0;1.718;2026-03-05 20:12:23;2026-03-05 20:12:25
2026-03-05 20:12:31;UNICORN_WHITE_15W;1;NG_MISALIGNED;OK;NG_MISALIGNED;NG_MISALIGNED;ESQ=OK | DIR=NG_MISALIGNED | th_pres=0.60;0.9959;0.9535;0.6000000000000001;1;True;sensor;21;5;16;23.81;1.626;2026-03-05 20:12:29;2026-03-05 20:12:31
2026-03-05 20:12:34;UNICORN_WHITE_15W;1;NG_MISALIGNED;OK;NG_MISALIGNED;NG_MISALIGNED;ESQ=OK | DIR=NG_MISALIGNED | th_pres=0.60;0.9971;0.9316;0.6000000000000001;1;True;sensor;22;5;17;22.73;1.711;2026-03-05 20:12:32;2026-03-05 20:12:34
2026-03-05 20:12:39;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISSING;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISSING | th_pres=0.60;0.2432;0.3728;0.6000000000000001;1;True;sensor;23;5;18;21.74;0.863;2026-03-05 20:12:38;2026-03-05 20:12:39
2026-03-05 20:12:42;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISSING;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISSING | th_pres=0.60;0.1805;0.2318;0.6000000000000001;1;True;sensor;24;5;19;20.83;0.880;2026-03-05 20:12:41;2026-03-05 20:12:42
2026-03-05 20:12:52;UNICORN_WHITE_15W;1;NG_MISALIGNED;OK;NG_MISALIGNED;NG_MISALIGNED;ESQ=OK | DIR=NG_MISALIGNED | th_pres=0.60;0.9975;0.95;0.6000000000000001;1;True;sensor;25;5;20;20.0;1.661;2026-03-05 20:12:50;2026-03-05 20:12:52
2026-03-05 20:13:01;UNICORN_WHITE_15W;1;NG_MISALIGNED;NG_MISALIGNED;OK;NG_MISALIGNED;ESQ=NG_MISALIGNED | DIR=OK | th_pres=0.60;0.9876;0.9397;0.6000000000000001;1;True;sensor;26;5;21;19.23;1.693;2026-03-05 20:12:59;2026-03-05 20:13:01
2026-03-05 20:13:04;UNICORN_WHITE_15W;1;NG_MISALIGNED;NG_MISALIGNED;OK;NG_MISALIGNED;ESQ=NG_MISALIGNED | DIR=OK | th_pres=0.60;0.9919;0.9016;0.6000000000000001;1;True;sensor;27;5;22;18.52;1.803;2026-03-05 20:13:02;2026-03-05 20:13:04
2026-03-05 20:13:58;UNICORN_WHITE_15W;1;NG_MISALIGNED;NG_MISALIGNED;OK;NG_MISALIGNED;ESQ=NG_MISALIGNED | DIR=OK | th_pres=0.60;0.9943;0.9075;0.6000000000000001;1;True;sensor;28;5;23;17.86;1.719;2026-03-05 20:13:56;2026-03-05 20:13:58
2026-03-05 20:14:01;UNICORN_WHITE_15W;1;NG_MISALIGNED;NG_MISALIGNED;OK;NG_MISALIGNED;ESQ=NG_MISALIGNED | DIR=OK | th_pres=0.60;0.9918;0.9163;0.6000000000000001;1;True;sensor;29;5;24;17.24;1.641;2026-03-05 20:13:59;2026-03-05 20:14:01
2026-03-05 20:14:09;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISSING;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISSING | th_pres=0.60;0.5678;0.363;0.6000000000000001;1;True;sensor;30;5;25;16.67;0.924;2026-03-05 20:14:08;2026-03-05 20:14:09
2026-03-05 20:14:13;UNICORN_WHITE_15W;1;NG_MISSING;OK;NG_MISSING;NG_MISSING;ESQ=OK | DIR=NG_MISSING | th_pres=0.60;0.9977;0.4998;0.6000000000000001;1;True;sensor;31;5;26;16.13;1.537;2026-03-05 20:14:11;2026-03-05 20:14:13
2026-03-05 20:14:25;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISALIGNED;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISALIGNED | th_pres=0.60;0.2562;0.888;0.6000000000000001;1;True;sensor;32;5;27;15.62;1.581;2026-03-05 20:14:23;2026-03-05 20:14:25
2026-03-05 20:14:28;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISALIGNED;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISALIGNED | th_pres=0.60;0.2272;0.9281;0.6000000000000001;1;True;sensor;33;5;28;15.15;1.569;2026-03-05 20:14:26;2026-03-05 20:14:28
2026-03-05 20:14:34;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISALIGNED;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISALIGNED | th_pres=0.60;0.2412;0.6207;0.6000000000000001;1;True;sensor;34;5;29;14.71;1.472;2026-03-05 20:14:32;2026-03-05 20:14:34
2026-03-05 20:14:37;UNICORN_WHITE_15W;1;NG_MISALIGNED;OK;NG_MISALIGNED;NG_MISALIGNED;ESQ=OK | DIR=NG_MISALIGNED | th_pres=0.60;0.9972;0.9562;0.6000000000000001;1;True;sensor;35;5;30;14.29;1.582;2026-03-05 20:14:35;2026-03-05 20:14:37
2026-03-05 20:14:45;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISSING;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISSING | th_pres=0.60;0.0247;0.2302;0.6000000000000001;1;True;sensor;36;5;31;13.89;0.822;2026-03-05 20:14:44;2026-03-05 20:14:45
2026-03-05 20:14:48;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISSING;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISSING | th_pres=0.60;0.1817;0.1782;0.6000000000000001;1;True;sensor;37;5;32;13.51;0.850;2026-03-05 20:14:47;2026-03-05 20:14:48
2026-03-05 20:14:55;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9787;0.9426;0.6000000000000001;1;True;sensor;38;6;32;15.79;1.552;2026-03-05 20:14:53;2026-03-05 20:14:55
2026-03-05 20:14:58;UNICORN_WHITE_15W;1;NG_MISALIGNED;OK;NG_MISALIGNED;NG_MISALIGNED;ESQ=OK | DIR=NG_MISALIGNED | th_pres=0.60;0.996;0.9346;0.6000000000000001;1;True;sensor;39;6;33;15.38;1.591;2026-03-05 20:14:56;2026-03-05 20:14:58
2026-03-05 20:15:27;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISSING;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISSING | th_pres=0.60;0.1646;0.1963;0.6000000000000001;1;True;sensor;40;6;34;15.0;0.848;2026-03-05 20:15:26;2026-03-05 20:15:27
2026-03-05 20:15:31;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9934;0.9876;0.6000000000000001;1;True;sensor;41;7;34;17.07;1.573;2026-03-05 20:15:29;2026-03-05 20:15:31
