timestamp;modelo;turno;resultado_final;defect_esq;defect_dir;cs_code;cs_detail;p_esq;p_dir;th_presente;camera_index;directshow;source;total;ok;ng;yield_pct;test_time_sec;start_time;end_time
2026-03-07 17:28:47;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9934;0.8421;0.6000000000000001;1;True;button;2;2;0;100.0;2.023;2026-03-07 17:28:45;2026-03-07 17:28:47
2026-03-07 17:29:16;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9947;0.8406;0.6000000000000001;1;True;button;1;1;0;100.0;2.752;2026-03-07 17:29:13;2026-03-07 17:29:16
2026-03-07 17:29:21;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9936;0.7779;0.6000000000000001;1;True;button;2;2;0;100.0;1.774;2026-03-07 17:29:19;2026-03-07 17:29:21
2026-03-07 17:29:27;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9953;0.8322;0.6000000000000001;1;True;button;3;3;0;100.0;2.429;2026-03-07 17:29:25;2026-03-07 17:29:27
2026-03-07 17:29:32;UNICORN_WHITE_15W;1;NG_MISALIGNED;OK;NG_MISALIGNED;NG_MISALIGNED;ESQ=OK | DIR=NG_MISALIGNED | th_pres=0.60;0.9933;0.8585;0.6000000000000001;1;True;button;4;3;1;75.0;1.821;2026-03-07 17:29:30;2026-03-07 17:29:32
2026-03-07 17:29:37;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.995;0.908;0.6000000000000001;1;True;button;5;4;1;80.0;1.949;2026-03-07 17:29:35;2026-03-07 17:29:37
2026-03-07 17:29:44;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9959;0.8412;0.6000000000000001;1;True;button;6;5;1;83.33;1.877;2026-03-07 17:29:42;2026-03-07 17:29:44
2026-03-07 17:29:48;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9951;0.8506;0.6000000000000001;1;True;button;7;6;1;85.71;1.843;2026-03-07 17:29:47;2026-03-07 17:29:48
2026-03-07 17:29:53;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9958;0.7759;0.6000000000000001;1;True;button;8;7;1;87.5;2.546;2026-03-07 17:29:50;2026-03-07 17:29:53
2026-03-07 17:29:57;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9946;0.8664;0.6000000000000001;1;True;button;9;8;1;88.89;2.423;2026-03-07 17:29:55;2026-03-07 17:29:57
2026-03-07 17:30:09;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.993;0.8547;0.6000000000000001;1;True;button;10;9;1;90.0;2.588;2026-03-07 17:30:07;2026-03-07 17:30:09
2026-03-07 18:15:27;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9962;0.7904;0.6000000000000001;1;True;button;1;1;0;100.0;2.506;2026-03-07 18:15:25;2026-03-07 18:15:27
2026-03-07 18:15:50;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9943;0.8142;0.6000000000000001;1;True;button;2;2;0;100.0;2.049;2026-03-07 18:15:48;2026-03-07 18:15:50
2026-03-07 19:05:36;UNICORN_WHITE_15W;1;NG_MISSING;OK;NG_MISSING;NG_MISSING;ESQ=OK | DIR=NG_MISSING | th_pres=0.60;0.9898;0.2156;0.6000000000000001;1;True;button;3;2;1;66.67;2.459;2026-03-07 19:05:34;2026-03-07 19:05:36
