timestamp;modelo;turno;resultado_final;defect_esq;defect_dir;cs_code;cs_detail;p_esq;p_dir;th_presente;camera_index;directshow;source;total;ok;ng;yield_pct;test_time_sec;start_time;end_time
2026-03-09 15:57:35;UNICORN_WHITE_15W;1;NG_MISSING;OK;NG_MISSING;NG_MISSING;ESQ=OK | DIR=NG_MISSING | th_pres=0.60;0.9932;0.0856;0.6000000000000001;0;True;button;1;0;1;0.0;2.556;2026-03-09 15:57:32;2026-03-09 15:57:35
2026-03-09 15:57:41;UNICORN_WHITE_15W;1;NG_MISSING;OK;NG_MISSING;NG_MISSING;ESQ=OK | DIR=NG_MISSING | th_pres=0.60;0.9957;0.107;0.6000000000000001;0;True;button;2;0;2;0.0;0.767;2026-03-09 15:57:40;2026-03-09 15:57:41
2026-03-09 15:57:51;UNICORN_WHITE_15W;1;NG_MISSING;OK;NG_MISSING;NG_MISSING;ESQ=OK | DIR=NG_MISSING | th_pres=0.60;0.9942;0.0994;0.6000000000000001;0;True;button;3;0;3;0.0;0.740;2026-03-09 15:57:50;2026-03-09 15:57:51
2026-03-09 16:03:13;UNICORN_WHITE_15W;1;NG_MISSING;OK;NG_MISSING;NG_MISSING;ESQ=OK | DIR=NG_MISSING | th_pres=0.60;0.9944;0.0553;0.6000000000000001;0;True;button;4;0;4;0.0;1.030;2026-03-09 16:03:12;2026-03-09 16:03:13
2026-03-09 16:33:42;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9912;0.8898;0.6000000000000001;0;True;sensor;5;1;4;20.0;2.279;2026-03-09 16:33:40;2026-03-09 16:33:42
2026-03-09 16:34:09;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9946;0.9308;0.6000000000000001;0;True;sensor;6;2;4;33.33;0.884;2026-03-09 16:34:08;2026-03-09 16:34:09
2026-03-09 16:34:16;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9936;0.9486;0.6000000000000001;0;True;sensor;7;3;4;42.86;0.861;2026-03-09 16:34:15;2026-03-09 16:34:16
2026-03-09 16:17:02;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9967;0.9561;0.6000000000000001;0;True;sensor;1;1;0;100.0;0.791;2026-03-09 16:17:01;2026-03-09 16:17:02
2026-03-09 16:17:12;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.994;0.9699;0.6000000000000001;0;True;sensor;2;2;0;100.0;0.949;2026-03-09 16:17:11;2026-03-09 16:17:12
2026-03-09 16:17:23;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISALIGNED;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISALIGNED | th_pres=0.60;0.3918;0.9537;0.6000000000000001;0;True;sensor;3;2;1;66.67;0.770;2026-03-09 16:17:22;2026-03-09 16:17:23
2026-03-09 16:17:29;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISALIGNED;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISALIGNED | th_pres=0.60;0.2084;0.9542;0.6000000000000001;0;True;sensor;4;2;2;50.0;0.814;2026-03-09 16:17:28;2026-03-09 16:17:29
2026-03-09 16:20:18;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISSING;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISSING | th_pres=0.60;0.5162;0.2007;0.6000000000000001;0;True;sensor;1;0;1;0.0;0.434;2026-03-09 16:20:17;2026-03-09 16:20:18
2026-03-09 16:20:22;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISALIGNED;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISALIGNED | th_pres=0.60;0.2417;0.9689;0.6000000000000001;0;True;sensor;2;0;2;0.0;0.749;2026-03-09 16:20:22;2026-03-09 16:20:22
2026-03-09 16:20:28;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISALIGNED;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISALIGNED | th_pres=0.60;0.1266;0.9747;0.6000000000000001;0;True;sensor;3;0;3;0.0;0.768;2026-03-09 16:20:27;2026-03-09 16:20:28
2026-03-09 16:20:31;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISALIGNED;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISALIGNED | th_pres=0.60;0.2143;0.9851;0.6000000000000001;0;True;sensor;4;0;4;0.0;1.135;2026-03-09 16:20:30;2026-03-09 16:20:31
2026-03-09 16:20:36;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;OK;NG_MISSING;ESQ=NG_MISSING | DIR=OK | th_pres=0.60;0.1626;0.9231;0.6000000000000001;0;True;sensor;5;0;5;0.0;0.807;2026-03-09 16:20:35;2026-03-09 16:20:36
2026-03-09 16:20:44;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISSING;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISSING | th_pres=0.60;0.4108;0.1025;0.6000000000000001;0;True;sensor;6;0;6;0.0;0.470;2026-03-09 16:20:43;2026-03-09 16:20:44
