timestamp;modelo;turno;resultado_final;cs_code;cs_detail;p_esq;p_dir;th_presente;camera_index;directshow;source;total;ok;ng;yield_pct;test_time_sec;start_time;end_time
2026-02-09 14:03:17;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.878;0.3258;0.4;1;True;camera;16;10;6;62.5;1.485;2026-02-09 14:03:16;2026-02-09 14:03:17
2026-02-09 14:03:35;UNICORN_WHITE_15W;1;OK;OK;OK;0.8755;0.9207;0.4;1;True;camera;17;11;6;64.71;0.847;2026-02-09 14:03:34;2026-02-09 14:03:35
2026-02-09 14:03:47;UNICORN_WHITE_15W;1;OK;OK;OK;0.7456;0.907;0.4;1;True;camera;18;12;6;66.67;0.843;2026-02-09 14:03:46;2026-02-09 14:03:47
2026-02-09 14:04:00;UNICORN_WHITE_15W;1;OK;OK;OK;0.907;0.5662;0.4;1;True;camera;19;13;6;68.42;0.818;2026-02-09 14:04:00;2026-02-09 14:04:00
2026-02-09 14:04:05;UNICORN_WHITE_15W;1;OK;OK;OK;0.7888;0.5761;0.4;1;True;camera;20;14;6;70.0;0.827;2026-02-09 14:04:04;2026-02-09 14:04:05
2026-02-09 14:04:09;UNICORN_WHITE_15W;1;OK;OK;OK;0.891;0.51;0.4;1;True;camera;21;15;6;71.43;0.834;2026-02-09 14:04:08;2026-02-09 14:04:09
2026-02-09 14:04:12;UNICORN_WHITE_15W;1;OK;OK;OK;0.7885;0.5762;0.4;1;True;camera;22;16;6;72.73;0.841;2026-02-09 14:04:11;2026-02-09 14:04:12
2026-02-09 14:04:16;UNICORN_WHITE_15W;1;OK;OK;OK;0.8903;0.4682;0.4;1;True;camera;23;17;6;73.91;0.895;2026-02-09 14:04:15;2026-02-09 14:04:16
2026-02-09 14:04:20;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.8584;0.3939;0.4;1;True;camera;24;17;7;70.83;0.828;2026-02-09 14:04:20;2026-02-09 14:04:20
2026-02-09 14:04:33;UNICORN_WHITE_15W;1;OK;OK;OK;0.4487;0.6212;0.4;1;True;camera;25;18;7;72.0;0.898;2026-02-09 14:04:33;2026-02-09 14:04:33
2026-02-09 14:04:54;UNICORN_WHITE_15W;1;NG;NG_ESQ;p_esq<0.40;0.3698;0.5636;0.4;1;True;camera;26;18;8;69.23;0.819;2026-02-09 14:04:54;2026-02-09 14:04:54
2026-02-09 14:05:04;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.619;0.2997;0.4;1;True;camera;27;18;9;66.67;0.831;2026-02-09 14:05:03;2026-02-09 14:05:04
2026-02-09 14:05:15;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.4394;0.391;0.4;1;True;camera;28;18;10;64.29;0.848;2026-02-09 14:05:14;2026-02-09 14:05:15
2026-02-09 14:06:34;UNICORN_WHITE_15W;1;OK;OK;OK;0.9978;0.963;0.4;1;True;camera;29;19;10;65.52;0.953;2026-02-09 14:06:33;2026-02-09 14:06:34
2026-02-09 14:08:13;UNICORN_WHITE_15W;1;OK;OK;OK;0.9965;0.9916;0.4;1;True;camera;30;20;10;66.67;1.322;2026-02-09 14:08:12;2026-02-09 14:08:13
2026-02-09 14:08:38;UNICORN_WHITE_15W;1;OK;OK;OK;0.4848;0.9803;0.4;1;True;camera;31;21;10;67.74;1.481;2026-02-09 14:08:36;2026-02-09 14:08:38
2026-02-09 14:09:04;UNICORN_WHITE_15W;1;OK;OK;OK;0.5559;0.784;0.4;1;True;camera;32;22;10;68.75;0.861;2026-02-09 14:09:03;2026-02-09 14:09:04
2026-02-09 14:09:07;UNICORN_WHITE_15W;1;OK;OK;OK;0.6207;0.7601;0.4;1;True;camera;33;23;10;69.7;0.888;2026-02-09 14:09:06;2026-02-09 14:09:07
2026-02-09 14:10:49;UNICORN_WHITE_15W;1;NG;NG_ESQ;p_esq<0.40;0.1305;0.4312;0.4;1;True;camera;34;23;11;67.65;1.171;2026-02-09 14:10:48;2026-02-09 14:10:49
2026-02-09 14:11:01;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.4621;0.0612;0.4;1;True;camera;35;23;12;65.71;0.820;2026-02-09 14:11:00;2026-02-09 14:11:01
2026-02-09 14:11:10;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.8197;0.0903;0.4;1;True;camera;36;23;13;63.89;1.492;2026-02-09 14:11:09;2026-02-09 14:11:10
2026-02-09 14:11:19;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.40 | p_dir<0.40;0.2141;0.0899;0.4;1;True;camera;37;23;14;62.16;0.918;2026-02-09 14:11:18;2026-02-09 14:11:19
2026-02-09 14:11:31;UNICORN_WHITE_15W;1;NG;NG_ESQ;p_esq<0.40;0.0346;0.6763;0.4;1;True;camera;38;23;15;60.53;0.830;2026-02-09 14:11:30;2026-02-09 14:11:31
2026-02-09 14:11:39;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.40 | p_dir<0.40;0.2044;0.1209;0.4;1;True;camera;39;23;16;58.97;0.831;2026-02-09 14:11:38;2026-02-09 14:11:39
2026-02-09 14:11:46;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.40 | p_dir<0.40;0.1472;0.1127;0.4;1;True;camera;40;23;17;57.5;0.834;2026-02-09 14:11:45;2026-02-09 14:11:46
2026-02-09 14:11:49;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.40 | p_dir<0.40;0.1745;0.1932;0.4;1;True;camera;41;23;18;56.1;0.923;2026-02-09 14:11:48;2026-02-09 14:11:49
2026-02-09 14:15:10;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.40 | p_dir<0.40;0.2981;0.0736;0.4;1;True;camera;42;23;19;54.76;1.524;2026-02-09 14:15:09;2026-02-09 14:15:10
2026-02-09 14:15:22;UNICORN_WHITE_15W;1;NG;NG_ESQ;p_esq<0.40;0.0672;0.9007;0.4;1;True;camera;43;23;20;53.49;0.858;2026-02-09 14:15:22;2026-02-09 14:15:22
2026-02-09 14:15:33;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.40 | p_dir<0.40;0.2146;0.1172;0.4;1;True;camera;44;23;21;52.27;0.846;2026-02-09 14:15:32;2026-02-09 14:15:33
2026-02-09 14:15:42;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.8055;0.0098;0.4;1;True;camera;45;23;22;51.11;0.844;2026-02-09 14:15:41;2026-02-09 14:15:42
2026-02-09 14:16:10;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.8287;0.0072;0.4;1;True;camera;46;23;23;50.0;0.889;2026-02-09 14:16:09;2026-02-09 14:16:10
2026-02-09 14:16:18;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.792;0.2562;0.4;1;True;camera;47;23;24;48.94;0.833;2026-02-09 14:16:17;2026-02-09 14:16:18
2026-02-09 14:16:27;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.8549;0.063;0.4;1;True;camera;48;23;25;47.92;0.849;2026-02-09 14:16:26;2026-02-09 14:16:27
2026-02-09 14:16:35;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.7737;0.0195;0.4;1;True;camera;49;23;26;46.94;0.820;2026-02-09 14:16:34;2026-02-09 14:16:35
2026-02-09 14:16:40;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.7817;0.0377;0.4;1;True;camera;50;23;27;46.0;0.852;2026-02-09 14:16:39;2026-02-09 14:16:40
2026-02-09 14:16:47;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.8596;0.0431;0.4;1;True;camera;51;23;28;45.1;0.836;2026-02-09 14:16:46;2026-02-09 14:16:47
2026-02-09 14:17:01;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9221;0.0366;0.4;1;True;camera;52;23;29;44.23;0.845;2026-02-09 14:17:00;2026-02-09 14:17:01
2026-02-09 14:17:13;UNICORN_WHITE_15W;1;OK;OK;OK;0.728;0.5646;0.4;1;True;camera;53;24;29;45.28;0.829;2026-02-09 14:17:13;2026-02-09 14:17:13
2026-02-09 14:17:22;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.7518;0.0296;0.4;1;True;camera;54;24;30;44.44;0.843;2026-02-09 14:17:21;2026-02-09 14:17:22
2026-02-09 14:17:30;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.8176;0.018;0.4;1;True;camera;55;24;31;43.64;0.845;2026-02-09 14:17:29;2026-02-09 14:17:30
2026-02-09 14:17:38;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.40 | p_dir<0.40;0.3346;0.108;0.4;1;True;camera;56;24;32;42.86;0.844;2026-02-09 14:17:37;2026-02-09 14:17:38
2026-02-09 14:17:49;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.4068;0.0242;0.4;1;True;camera;57;24;33;42.11;0.833;2026-02-09 14:17:48;2026-02-09 14:17:49
2026-02-09 14:17:58;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.6527;0.0223;0.4;1;True;camera;58;24;34;41.38;0.900;2026-02-09 14:17:57;2026-02-09 14:17:58
2026-02-09 14:18:08;UNICORN_WHITE_15W;1;NG;NG_ESQ;p_esq<0.40;0.1567;0.6234;0.4;1;True;camera;59;24;35;40.68;0.829;2026-02-09 14:18:08;2026-02-09 14:18:08
2026-02-09 14:18:21;UNICORN_WHITE_15W;1;OK;OK;OK;0.9752;0.9406;0.4;1;True;camera;60;25;35;41.67;0.844;2026-02-09 14:18:20;2026-02-09 14:18:21
2026-02-09 14:18:32;UNICORN_WHITE_15W;1;OK;OK;OK;0.9812;0.9066;0.4;1;True;camera;61;26;35;42.62;0.848;2026-02-09 14:18:31;2026-02-09 14:18:32
2026-02-09 14:18:46;UNICORN_WHITE_15W;1;OK;OK;OK;0.9522;0.8758;0.4;1;True;camera;62;27;35;43.55;0.829;2026-02-09 14:18:45;2026-02-09 14:18:46
2026-02-09 14:18:53;UNICORN_WHITE_15W;1;OK;OK;OK;0.9875;0.9594;0.4;1;True;camera;63;28;35;44.44;0.853;2026-02-09 14:18:52;2026-02-09 14:18:53
2026-02-09 14:19:08;UNICORN_WHITE_15W;1;OK;OK;OK;0.9913;0.9906;0.4;1;True;camera;64;29;35;45.31;0.908;2026-02-09 14:19:07;2026-02-09 14:19:08
2026-02-09 14:19:19;UNICORN_WHITE_15W;1;OK;OK;OK;0.9889;0.9797;0.4;1;True;camera;65;30;35;46.15;0.895;2026-02-09 14:19:18;2026-02-09 14:19:19
2026-02-09 14:21:16;UNICORN_WHITE_15W;1;OK;OK;OK;0.9937;0.9965;0.4;1;True;camera;66;31;35;46.97;1.244;2026-02-09 14:21:15;2026-02-09 14:21:16
2026-02-09 14:22:51;UNICORN_WHITE_15W;1;OK;OK;OK;0.9885;0.9957;0.4;1;True;camera;67;32;35;47.76;1.227;2026-02-09 14:22:49;2026-02-09 14:22:51
2026-02-09 14:22:58;UNICORN_WHITE_15W;1;OK;OK;OK;0.986;0.9956;0.4;1;True;camera;68;33;35;48.53;0.830;2026-02-09 14:22:57;2026-02-09 14:22:58
2026-02-09 14:23:02;UNICORN_WHITE_15W;1;OK;OK;OK;0.9838;0.9967;0.4;1;True;camera;69;34;35;49.28;0.874;2026-02-09 14:23:01;2026-02-09 14:23:02
2026-02-09 14:23:08;UNICORN_WHITE_15W;1;OK;OK;OK;0.9866;0.9772;0.4;1;True;camera;70;35;35;50.0;0.845;2026-02-09 14:23:07;2026-02-09 14:23:08
2026-02-09 14:23:26;UNICORN_WHITE_15W;1;OK;OK;OK;0.9761;0.9954;0.4;1;True;camera;71;36;35;50.7;0.840;2026-02-09 14:23:25;2026-02-09 14:23:26
2026-02-09 14:23:41;UNICORN_WHITE_15W;1;OK;OK;OK;0.9084;0.9231;0.4;1;True;camera;72;37;35;51.39;0.855;2026-02-09 14:23:40;2026-02-09 14:23:41
2026-02-09 14:23:46;UNICORN_WHITE_15W;1;OK;OK;OK;0.9769;0.99;0.4;1;True;camera;73;38;35;52.05;0.829;2026-02-09 14:23:45;2026-02-09 14:23:46
2026-02-09 14:23:52;UNICORN_WHITE_15W;1;OK;OK;OK;0.9593;0.9941;0.4;1;True;camera;74;39;35;52.7;0.818;2026-02-09 14:23:51;2026-02-09 14:23:52
2026-02-09 14:23:57;UNICORN_WHITE_15W;1;OK;OK;OK;0.9906;0.9777;0.4;1;True;camera;75;40;35;53.33;1.583;2026-02-09 14:23:55;2026-02-09 14:23:57
2026-02-09 14:24:06;UNICORN_WHITE_15W;1;OK;OK;OK;0.973;0.9777;0.4;1;True;camera;76;41;35;53.95;0.871;2026-02-09 14:24:05;2026-02-09 14:24:06
2026-02-09 14:24:14;UNICORN_WHITE_15W;1;OK;OK;OK;0.9911;0.9876;0.4;1;True;camera;77;42;35;54.55;0.861;2026-02-09 14:24:13;2026-02-09 14:24:14
2026-02-09 14:27:15;UNICORN_WHITE_15W;1;NG;NG_ESQ;p_esq<0.40;0.2344;0.7767;0.4;1;True;camera;78;42;36;53.85;1.242;2026-02-09 14:27:14;2026-02-09 14:27:15
2026-02-09 14:27:21;UNICORN_WHITE_15W;1;OK;OK;OK;0.4313;0.4866;0.4;1;True;camera;79;43;36;54.43;0.860;2026-02-09 14:27:20;2026-02-09 14:27:21
2026-02-09 14:27:25;UNICORN_WHITE_15W;1;OK;OK;OK;0.9533;0.9874;0.4;1;True;camera;80;44;36;55.0;0.898;2026-02-09 14:27:25;2026-02-09 14:27:25
2026-02-09 14:27:31;UNICORN_WHITE_15W;1;OK;OK;OK;0.8915;0.9891;0.4;1;True;camera;81;45;36;55.56;0.827;2026-02-09 14:27:30;2026-02-09 14:27:31
2026-02-09 14:27:37;UNICORN_WHITE_15W;1;OK;OK;OK;0.9587;0.9401;0.4;1;True;camera;82;46;36;56.1;0.831;2026-02-09 14:27:36;2026-02-09 14:27:37
2026-02-09 14:27:43;UNICORN_WHITE_15W;1;OK;OK;OK;0.9831;0.9786;0.4;1;True;camera;83;47;36;56.63;0.818;2026-02-09 14:27:42;2026-02-09 14:27:43
2026-02-09 14:27:47;UNICORN_WHITE_15W;1;OK;OK;OK;0.9806;0.9576;0.4;1;True;camera;84;48;36;57.14;0.811;2026-02-09 14:27:46;2026-02-09 14:27:47
2026-02-09 14:28:10;UNICORN_WHITE_15W;1;OK;OK;OK;0.9549;0.9803;0.4;1;True;camera;85;49;36;57.65;0.848;2026-02-09 14:28:09;2026-02-09 14:28:10
2026-02-09 14:28:37;UNICORN_WHITE_15W;1;OK;OK;OK;0.9951;0.9798;0.4;1;True;camera;86;50;36;58.14;0.824;2026-02-09 14:28:36;2026-02-09 14:28:37
2026-02-09 14:28:44;UNICORN_WHITE_15W;1;OK;OK;OK;0.9909;0.9914;0.4;1;True;camera;87;51;36;58.62;0.838;2026-02-09 14:28:43;2026-02-09 14:28:44
2026-02-09 14:28:51;UNICORN_WHITE_15W;1;OK;OK;OK;0.9915;0.972;0.4;1;True;camera;88;52;36;59.09;0.875;2026-02-09 14:28:50;2026-02-09 14:28:51
2026-02-09 14:28:58;UNICORN_WHITE_15W;1;OK;OK;OK;0.9887;0.983;0.4;1;True;camera;89;53;36;59.55;1.051;2026-02-09 14:28:57;2026-02-09 14:28:58
2026-02-09 14:29:38;UNICORN_WHITE_15W;1;OK;OK;OK;0.9828;0.9885;0.4;1;True;camera;90;54;36;60.0;0.843;2026-02-09 14:29:37;2026-02-09 14:29:38
2026-02-09 14:29:43;UNICORN_WHITE_15W;1;OK;OK;OK;0.9777;0.9904;0.4;1;True;camera;91;55;36;60.44;0.855;2026-02-09 14:29:42;2026-02-09 14:29:43
2026-02-09 14:29:47;UNICORN_WHITE_15W;1;OK;OK;OK;0.9914;0.9824;0.4;1;True;camera;92;56;36;60.87;0.923;2026-02-09 14:29:47;2026-02-09 14:29:47
2026-02-09 14:29:52;UNICORN_WHITE_15W;1;OK;OK;OK;0.9902;0.9847;0.4;1;True;camera;93;57;36;61.29;0.835;2026-02-09 14:29:51;2026-02-09 14:29:52
2026-02-09 14:30:03;UNICORN_WHITE_15W;1;OK;OK;OK;0.9924;0.9596;0.4;1;True;camera;94;58;36;61.7;0.888;2026-02-09 14:30:02;2026-02-09 14:30:03
2026-02-09 14:30:27;UNICORN_WHITE_15W;1;OK;OK;OK;0.9333;0.9913;0.4;1;True;camera;95;59;36;62.11;0.860;2026-02-09 14:30:26;2026-02-09 14:30:27
2026-02-09 14:30:35;UNICORN_WHITE_15W;1;OK;OK;OK;0.8303;0.9372;0.4;1;True;camera;96;60;36;62.5;0.820;2026-02-09 14:30:34;2026-02-09 14:30:35
2026-02-09 14:30:40;UNICORN_WHITE_15W;1;OK;OK;OK;0.9596;0.9771;0.4;1;True;camera;97;61;36;62.89;0.862;2026-02-09 14:30:39;2026-02-09 14:30:40
2026-02-09 14:30:44;UNICORN_WHITE_15W;1;OK;OK;OK;0.9689;0.9902;0.4;1;True;camera;98;62;36;63.27;0.835;2026-02-09 14:30:43;2026-02-09 14:30:44
2026-02-09 14:31:22;UNICORN_WHITE_15W;1;OK;OK;OK;0.9576;0.9847;0.4;1;True;camera;99;63;36;63.64;1.273;2026-02-09 14:31:21;2026-02-09 14:31:22
2026-02-09 14:34:29;UNICORN_WHITE_15W;1;OK;OK;OK;0.9368;0.9881;0.4;1;True;camera;100;64;36;64.0;1.563;2026-02-09 14:34:27;2026-02-09 14:34:29
2026-02-09 14:34:33;UNICORN_WHITE_15W;1;OK;OK;OK;0.9351;0.9807;0.4;1;True;camera;101;65;36;64.36;1.121;2026-02-09 14:34:32;2026-02-09 14:34:33
2026-02-09 14:43:54;UNICORN_WHITE_15W;1;OK;OK;OK;0.9361;0.9767;0.4;1;True;camera;102;66;36;64.71;2.877;2026-02-09 14:43:51;2026-02-09 14:43:54
2026-02-09 14:43:57;UNICORN_WHITE_15W;1;OK;OK;OK;0.9226;0.9827;0.4;1;True;camera;103;67;36;65.05;0.922;2026-02-09 14:43:56;2026-02-09 14:43:57
2026-02-09 14:43:59;UNICORN_WHITE_15W;1;OK;OK;OK;0.9023;0.9803;0.4;1;True;camera;104;68;36;65.38;0.862;2026-02-09 14:43:58;2026-02-09 14:43:59
2026-02-09 14:44:08;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.4042;0.232;0.4;1;True;camera;105;68;37;64.76;0.835;2026-02-09 14:44:07;2026-02-09 14:44:08
2026-02-09 14:44:10;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.40 | p_dir<0.40;0.3803;0.22;0.4;1;True;camera;106;68;38;64.15;0.828;2026-02-09 14:44:09;2026-02-09 14:44:10
2026-02-09 14:44:13;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.4155;0.1665;0.4;1;True;camera;107;68;39;63.55;0.856;2026-02-09 14:44:12;2026-02-09 14:44:13
2026-02-09 14:44:15;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.40 | p_dir<0.40;0.2943;0.1595;0.4;1;True;camera;108;68;40;62.96;0.832;2026-02-09 14:44:15;2026-02-09 14:44:15
2026-02-09 14:44:18;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.40 | p_dir<0.40;0.3901;0.2245;0.4;1;True;camera;109;68;41;62.39;0.845;2026-02-09 14:44:17;2026-02-09 14:44:18
2026-02-09 14:44:20;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.4184;0.2523;0.4;1;True;camera;110;68;42;61.82;0.838;2026-02-09 14:44:19;2026-02-09 14:44:20
2026-02-09 14:47:20;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9726;0.3899;0.4;1;True;camera;111;68;43;61.26;0.837;2026-02-09 14:47:19;2026-02-09 14:47:20
2026-02-09 14:47:27;UNICORN_WHITE_15W;1;OK;OK;OK;0.9775;0.4262;0.4;1;True;camera;112;69;43;61.61;0.824;2026-02-09 14:47:26;2026-02-09 14:47:27
2026-02-09 14:47:45;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9747;0.2819;0.4;1;True;camera;113;69;44;61.06;0.930;2026-02-09 14:47:44;2026-02-09 14:47:45
2026-02-09 14:47:47;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9684;0.2391;0.4;1;True;camera;114;69;45;60.53;0.812;2026-02-09 14:47:46;2026-02-09 14:47:47
2026-02-09 14:47:50;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9774;0.2945;0.4;1;True;camera;115;69;46;60.0;0.928;2026-02-09 14:47:49;2026-02-09 14:47:50
2026-02-09 14:47:53;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9671;0.3567;0.4;1;True;camera;116;69;47;59.48;1.016;2026-02-09 14:47:52;2026-02-09 14:47:53
2026-02-09 14:47:55;UNICORN_WHITE_15W;1;OK;OK;OK;0.9642;0.457;0.4;1;True;camera;117;70;47;59.83;0.824;2026-02-09 14:47:55;2026-02-09 14:47:55
2026-02-09 14:48:00;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9644;0.3898;0.4;1;True;camera;118;70;48;59.32;0.829;2026-02-09 14:47:59;2026-02-09 14:48:00
2026-02-09 14:48:03;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9716;0.2653;0.4;1;True;camera;119;70;49;58.82;0.889;2026-02-09 14:48:02;2026-02-09 14:48:03
2026-02-09 14:48:05;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9782;0.25;0.4;1;True;camera;120;70;50;58.33;0.923;2026-02-09 14:48:04;2026-02-09 14:48:05
2026-02-09 14:48:08;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9701;0.2658;0.4;1;True;camera;121;70;51;57.85;0.822;2026-02-09 14:48:07;2026-02-09 14:48:08
2026-02-09 14:48:10;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9731;0.2946;0.4;1;True;camera;122;70;52;57.38;0.835;2026-02-09 14:48:09;2026-02-09 14:48:10
2026-02-09 14:48:12;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9718;0.2873;0.4;1;True;camera;123;70;53;56.91;0.828;2026-02-09 14:48:11;2026-02-09 14:48:12
2026-02-09 14:48:16;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9798;0.289;0.4;1;True;camera;124;70;54;56.45;0.898;2026-02-09 14:48:15;2026-02-09 14:48:16
2026-02-09 14:48:19;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9776;0.3445;0.4;1;True;camera;125;70;55;56.0;0.817;2026-02-09 14:48:18;2026-02-09 14:48:19
2026-02-09 14:48:22;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9783;0.3299;0.4;1;True;camera;126;70;56;55.56;0.835;2026-02-09 14:48:21;2026-02-09 14:48:22
2026-02-09 14:48:24;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9754;0.2956;0.4;1;True;camera;127;70;57;55.12;0.825;2026-02-09 14:48:23;2026-02-09 14:48:24
2026-02-09 14:48:27;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9759;0.2778;0.4;1;True;camera;128;70;58;54.69;1.476;2026-02-09 14:48:25;2026-02-09 14:48:27
2026-02-09 14:48:29;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9666;0.3367;0.4;1;True;camera;129;70;59;54.26;0.893;2026-02-09 14:48:29;2026-02-09 14:48:29
2026-02-09 14:50:37;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9845;0.2523;0.71;1;True;camera;130;70;60;53.85;0.913;2026-02-09 14:50:36;2026-02-09 14:50:37
2026-02-09 14:50:51;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9814;0.6317;0.71;1;True;camera;131;70;61;53.44;0.963;2026-02-09 14:50:50;2026-02-09 14:50:51
