timestamp;modelo;turno;resultado_final;cs_code;cs_detail;p_esq;p_dir;th_presente;camera_index;directshow;source;total;ok;ng;yield_pct;test_time_sec;start_time;end_time
2026-02-25 16:26:26;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.8881;0.0568;0.71;1;True;button;1;0;1;0.0;2.330;2026-02-25 16:26:24;2026-02-25 16:26:26
2026-02-25 16:26:34;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9478;0.0366;0.71;1;True;button;2;0;2;0.0;0.875;2026-02-25 16:26:33;2026-02-25 16:26:34
2026-02-25 16:26:43;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.71 | p_dir<0.71;0.1494;0.0396;0.71;1;True;button;3;0;3;0.0;1.792;2026-02-25 16:26:41;2026-02-25 16:26:43
2026-02-25 16:28:24;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.8653;0.0449;0.71;1;True;button;4;0;4;0.0;1.891;2026-02-25 16:28:22;2026-02-25 16:28:24
2026-02-25 16:28:33;UNICORN_WHITE_15W;1;OK;OK;OK;0.9197;0.8289;0.71;1;True;button;5;1;4;20.0;0.913;2026-02-25 16:28:32;2026-02-25 16:28:33
2026-02-25 16:28:47;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9743;0.0705;0.71;1;True;button;6;1;5;16.67;0.910;2026-02-25 16:28:46;2026-02-25 16:28:47
2026-02-25 16:33:42;UNICORN_WHITE_15W;1;OK;OK;OK;0.9326;0.8517;0.71;1;True;button;7;2;5;28.57;1.655;2026-02-25 16:33:41;2026-02-25 16:33:42
2026-02-25 16:33:45;UNICORN_WHITE_15W;1;OK;OK;OK;0.9259;0.839;0.71;1;True;button;8;3;5;37.5;0.920;2026-02-25 16:33:44;2026-02-25 16:33:45
2026-02-25 16:33:48;UNICORN_WHITE_15W;1;OK;OK;OK;0.9384;0.8841;0.71;1;True;button;9;4;5;44.44;1.533;2026-02-25 16:33:47;2026-02-25 16:33:48
2026-02-25 16:33:50;UNICORN_WHITE_15W;1;OK;OK;OK;0.9377;0.8329;0.71;1;True;button;10;5;5;50.0;0.887;2026-02-25 16:33:49;2026-02-25 16:33:50
2026-02-25 16:33:53;UNICORN_WHITE_15W;1;OK;OK;OK;0.9488;0.8645;0.71;1;True;button;11;6;5;54.55;0.878;2026-02-25 16:33:52;2026-02-25 16:33:53
2026-02-25 16:33:55;UNICORN_WHITE_15W;1;OK;OK;OK;0.9494;0.8672;0.71;1;True;button;12;7;5;58.33;0.881;2026-02-25 16:33:54;2026-02-25 16:33:55
2026-02-25 16:33:59;UNICORN_WHITE_15W;1;OK;OK;OK;0.9299;0.8974;0.71;1;True;button;13;8;5;61.54;1.030;2026-02-25 16:33:58;2026-02-25 16:33:59
2026-02-25 16:34:02;UNICORN_WHITE_15W;1;OK;OK;OK;0.9217;0.8941;0.71;1;True;button;14;9;5;64.29;1.667;2026-02-25 16:34:00;2026-02-25 16:34:02
2026-02-25 16:34:04;UNICORN_WHITE_15W;1;OK;OK;OK;0.9507;0.7871;0.71;1;True;button;15;10;5;66.67;0.906;2026-02-25 16:34:03;2026-02-25 16:34:04
2026-02-25 16:34:06;UNICORN_WHITE_15W;1;OK;OK;OK;0.9493;0.7453;0.71;1;True;button;16;11;5;68.75;0.910;2026-02-25 16:34:05;2026-02-25 16:34:06
2026-02-25 16:34:08;UNICORN_WHITE_15W;1;OK;OK;OK;0.9265;0.8694;0.71;1;True;button;17;12;5;70.59;1.005;2026-02-25 16:34:07;2026-02-25 16:34:08
2026-02-25 16:34:10;UNICORN_WHITE_15W;1;OK;OK;OK;0.9338;0.8979;0.71;1;True;button;18;13;5;72.22;0.925;2026-02-25 16:34:09;2026-02-25 16:34:10
2026-02-25 16:34:12;UNICORN_WHITE_15W;1;OK;OK;OK;0.9487;0.8845;0.71;1;True;button;19;14;5;73.68;0.917;2026-02-25 16:34:11;2026-02-25 16:34:12
2026-02-25 16:34:14;UNICORN_WHITE_15W;1;OK;OK;OK;0.9639;0.8473;0.71;1;True;button;20;15;5;75.0;0.862;2026-02-25 16:34:13;2026-02-25 16:34:14
2026-02-25 16:34:16;UNICORN_WHITE_15W;1;OK;OK;OK;0.9225;0.8248;0.71;1;True;button;21;16;5;76.19;0.884;2026-02-25 16:34:15;2026-02-25 16:34:16
2026-02-25 16:34:18;UNICORN_WHITE_15W;1;OK;OK;OK;0.933;0.8517;0.71;1;True;button;22;17;5;77.27;0.865;2026-02-25 16:34:17;2026-02-25 16:34:18
2026-02-25 16:34:20;UNICORN_WHITE_15W;1;OK;OK;OK;0.9535;0.8188;0.71;1;True;button;23;18;5;78.26;0.856;2026-02-25 16:34:19;2026-02-25 16:34:20
2026-02-25 16:48:52;UNICORN_WHITE_15W;1;NG;NG_ESQ;p_esq<0.71;0.0842;0.8831;0.71;1;True;button;24;18;6;75.0;1.609;2026-02-25 16:48:50;2026-02-25 16:48:52
2026-02-25 16:49:53;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9777;0.0192;0.71;1;True;button;25;18;7;72.0;1.386;2026-02-25 16:49:52;2026-02-25 16:49:53
