timestamp;modelo;turno;resultado_final;defect_esq;defect_dir;cs_code;cs_detail;p_esq;p_dir;th_presente;camera_index;directshow;source;total;ok;ng;yield_pct;test_time_sec;start_time;end_time
2026-03-06 15:30:30;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;OK;NG_MISSING;ESQ=NG_MISSING | DIR=OK | th_pres=0.60;0.0391;0.9123;0.6000000000000001;1;True;button;1;0;1;0.0;4.352;2026-03-06 15:30:26;2026-03-06 15:30:30
2026-03-06 15:32:51;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISSING;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISSING | th_pres=0.60;0.4259;0.2915;0.6000000000000001;1;True;sensor;4;0;4;0.0;1.489;2026-03-06 15:32:49;2026-03-06 15:32:51
2026-03-06 15:35:27;UNICORN_WHITE_15W;1;NG_MISALIGNED;OK;NG_MISALIGNED;NG_MISALIGNED;ESQ=OK | DIR=NG_MISALIGNED | th_pres=0.60;0.9941;0.9709;0.6000000000000001;1;True;sensor;5;0;5;0.0;2.170;2026-03-06 15:35:25;2026-03-06 15:35:27
2026-03-06 15:35:46;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISALIGNED;NG_MISSING;NG_MISSING;ESQ=NG_MISALIGNED | DIR=NG_MISSING | th_pres=0.60;0.9111;0.4211;0.6000000000000001;1;True;sensor;6;0;6;0.0;1.520;2026-03-06 15:35:45;2026-03-06 15:35:46
2026-03-06 15:35:49;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9976;0.9596;0.6000000000000001;1;True;sensor;7;1;6;14.29;1.636;2026-03-06 15:35:48;2026-03-06 15:35:49
2026-03-06 15:36:13;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;OK;NG_MISSING;ESQ=NG_MISSING | DIR=OK | th_pres=0.60;0.1116;0.9489;0.6000000000000001;1;True;sensor;8;1;7;12.5;1.539;2026-03-06 15:36:12;2026-03-06 15:36:13
2026-03-06 15:36:17;UNICORN_WHITE_15W;1;NG_MISALIGNED;OK;NG_MISALIGNED;NG_MISALIGNED;ESQ=OK | DIR=NG_MISALIGNED | th_pres=0.60;0.6348;0.9891;0.6000000000000001;1;True;sensor;9;1;8;11.11;1.966;2026-03-06 15:36:15;2026-03-06 15:36:17
2026-03-06 15:36:28;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISSING;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISSING | th_pres=0.60;0.2293;0.1713;0.6000000000000001;1;True;sensor;10;1;9;10.0;0.821;2026-03-06 15:36:27;2026-03-06 15:36:28
2026-03-06 15:36:31;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;NG_MISSING;NG_MISSING;ESQ=NG_MISSING | DIR=NG_MISSING | th_pres=0.60;0.2727;0.2226;0.6000000000000001;1;True;sensor;11;1;10;9.09;0.929;2026-03-06 15:36:30;2026-03-06 15:36:31
2026-03-06 15:36:44;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISALIGNED;NG_MISSING;NG_MISSING;ESQ=NG_MISALIGNED | DIR=NG_MISSING | th_pres=0.60;0.9897;0.5495;0.6000000000000001;1;True;sensor;13;1;12;7.69;1.525;2026-03-06 15:36:43;2026-03-06 15:36:44
2026-03-06 15:36:51;UNICORN_WHITE_15W;1;NG_MISALIGNED;NG_MISALIGNED;OK;NG_MISALIGNED;ESQ=NG_MISALIGNED | DIR=OK | th_pres=0.60;0.9739;0.9714;0.6000000000000001;1;True;sensor;14;1;13;7.14;1.606;2026-03-06 15:36:49;2026-03-06 15:36:51
2026-03-06 15:36:54;UNICORN_WHITE_15W;1;NG_MISALIGNED;NG_MISALIGNED;NG_MISALIGNED;NG_MISALIGNED;ESQ=NG_MISALIGNED | DIR=NG_MISALIGNED | th_pres=0.60;0.9894;0.981;0.6000000000000001;1;True;sensor;15;1;14;6.67;1.750;2026-03-06 15:36:52;2026-03-06 15:36:54
2026-03-06 15:37:00;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;OK;NG_MISSING;ESQ=NG_MISSING | DIR=OK | th_pres=0.60;0.242;0.9879;0.6000000000000001;1;True;sensor;16;1;15;6.25;1.651;2026-03-06 15:36:58;2026-03-06 15:37:00
2026-03-06 15:37:02;UNICORN_WHITE_15W;1;NG_MISSING;NG_MISSING;OK;NG_MISSING;ESQ=NG_MISSING | DIR=OK | th_pres=0.60;0.2732;0.8637;0.6000000000000001;1;True;sensor;17;1;16;5.88;1.519;2026-03-06 15:37:01;2026-03-06 15:37:02
2026-03-06 15:37:12;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9952;0.9625;0.6000000000000001;1;True;sensor;18;2;16;11.11;1.623;2026-03-06 15:37:10;2026-03-06 15:37:12
2026-03-06 15:37:15;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9953;0.9675;0.6000000000000001;1;True;sensor;19;3;16;15.79;1.682;2026-03-06 15:37:13;2026-03-06 15:37:15
2026-03-06 15:37:24;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9934;0.966;0.6000000000000001;1;True;sensor;20;4;16;20.0;1.733;2026-03-06 15:37:22;2026-03-06 15:37:24
2026-03-06 15:37:36;UNICORN_WHITE_15W;1;NG_MISALIGNED;NG_MISALIGNED;OK;NG_MISALIGNED;ESQ=NG_MISALIGNED | DIR=OK | th_pres=0.60;0.7549;0.9924;0.6000000000000001;1;True;sensor;21;4;17;19.05;1.615;2026-03-06 15:37:34;2026-03-06 15:37:36
2026-03-06 15:37:39;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9968;0.943;0.6000000000000001;1;True;sensor;22;5;17;22.73;1.656;2026-03-06 15:37:37;2026-03-06 15:37:39
2026-03-06 15:37:48;UNICORN_WHITE_15W;1;OK;OK;OK;OK;ESQ=OK | DIR=OK | th_pres=0.60;0.9952;0.9926;0.6000000000000001;1;True;sensor;23;6;17;26.09;1.679;2026-03-06 15:37:46;2026-03-06 15:37:48
